Website,Job Title,Category,Company,Date Posted,Location,Status,Education,Job Description,Min Salary,Max Salary,Min Years of Work Experience,Max Years of Work Experience,Field
Pinoy Jobs,"Laboratory Custodian for Radiologic Technology, Medical Technology, and Nursing","Jobs in Sciences, Lab, R&D",Lyceum of the Philippines - Laguna,2015-07-29,Laguna,Full Time,Not Specified,"Graduate of any health related coursesGeneral Description of the Job:•Assists students and teachers during laboratory activities•Maintenance of laboratory equipments and facilities•Inventory of lab equipments, facilities, and supplies•Request needed supplies, equipments, and facilities•Submits CAPEX for laboratory•Attends trainings and seminars related to laboratory safety",Not Specified,Not Specified,Not Specified,Not Specified,Science
Pinoy Jobs,REGULATORY PHARMACIST,"Jobs in Sciences, Lab, R&D",BAUCH (PHILS) LABORATORIES CORPORATION,2015-07-03,Cavite,Full Time,Not Specified,-Licensed pharamacist-Strong interpersonal and communication skills and has keen attention to details.-Minimum of one (1) year experience in a cGMP/pharmaceutical manufacturing environment or equivalent as auditor orQA analyst-Good knowledge and hands-on experience in international and national GMP standards-Equipped with excellent organizational and problem solving skills to reach the required solution.,Negotiable,Negotiable,Not Specified,Not Specified,Science
Pinoy Jobs,Web Developer,"Jobs in Web Development & Design, HTML, SEO",getFIFO,2019-04-17,Online,Full Time,Not Specified,"getFIFO.io is looking for a new FULL TIME Back End developer to join our team. Individuals only are welcome to apply. We are interested in experienced developers. What matters the most is your Experience and knowledge in front end technologies, design principles, and Laravel 5 expertise. We are a fully funded company and this is a long term position.Although this is a backend developer position, previous experience with frontend development is a huge plus. Process:* We have a formal interview of process* We may require the candidate to submit a (very) small test [can be paid].* We require freelancer to share screen on demand, and use time monitoring tools.* There is a bonus at the end of every month.Duration: (at least) 6 months, but for the right person will be 18 months. Make sure you answer all questions below completely. Once again, this is a FULL TIME position. If you are busy with other projects or have a day job, please do not apply.Roles & Responsibilities:* Help in the design phase of the applications.* Develop the backend end for our Applications according to specs.* Support our clients in troubleshooting, betterment and enhancements of applications. We already have a tech lead for the project, you’ll be working directly with the principal software engineer.Requirements & Qualifications:* PHP* Single page application* JavaScript* API integration* GitHub version control* Ability to follow instructions is very importantAbout This Company:We are a technology company based in London, United Kingdom and are looking to expand your team.Question:While you are not required to have Crypto experience. Please answer this question in your application. What about Cryptocurrencies do you find exciting?Our Dream Candidate:We’re looking for a team player that’s not afraid to push themselves to design, implement, test and deliver projects in a time effective manner without direct management at all times.We’re looking for those who have an interest in Technology, FinTech and Cryptocurrencies.THIS POSITION IS IN EUROPEAN BUSINESS HOURS!",Negotiable,Negotiable,Not Specified,Not Specified,IT
Pinoy Jobs,Home-based SEO Staff (Full-Time),"Jobs in Web Development & Design, HTML, SEO",Dilate Digital,2019-04-10,filter_drama,Full Time,Not Specified,"Hey Superstars,Dilate Digital is scaling up once again and looking for remote (home based) full-time SEO staff. *PLEASE NOTE we are looking for individuals who want a full time role 9-5pm AWST, agencies and freelancers need not apply. We are specifically looking for talented SEO Specialists. Preferably we want someone who is analytical and strategic.JOB APPLICATION DETAILS:Monday – Friday 9am – 5pmHome based JobFull-Time RoleCompetitive Salary PackageFor interested applicants, please fill in this form and submit https://docs.google.com/forms/d/e/1FAIpQLSckjBQEiwX7TpAzOdLSL7sSgPR8L28j7bQ1pjsz-7DXw7QtIg/viewform",To be negotiated,To be negotiated,Not Specified,Not Specified,IT
Pinoy Jobs,TECHNICAL SUPPORT ASSOCIATE,"Jobs in Web Development & Design, HTML, SEO",AVASIA INFORMATION SYSTEMS,2019-04-08,filter_drama,Full Time,Not Specified,"Support IT Desktop, Server and Network Technologies.Setup, Repair, Maintain and Troubleshoot Desktop, Laptop Hardware and Software.Provide timely support.",13500,13500,Not Specified,Not Specified,IT
Pinoy Jobs,Android Developer,"Jobs in Web Development & Design, HTML, SEO",TINRMT WFM&HR Consultancy,2019-04-08,Philippines,Full Time,Not Specified,"Project Description: Develop a Proprietary Tracking Application for a marketing intelligence consultancy firm.Project Duration: 6-12 months (open to those who have a full time job)Project Location: Remote/ HomebasedSalary Range: $1000 – $2000/month. Completion bonus once project is doneQualifications:2 years relevant experience, Strong Command of the English language, open to travel to Europe for business meetings, adept at android programming languages such as Java and has experience with Client/ Server App.",1000,USD 1000,2,2,IT
Pinoy Jobs,Project Manager,"Jobs in Web Development & Design, HTML, SEO",Assist Marketing Group Ltd,2019-04-05,Local to applicant,Full Time,Not Specified,"Are you looking for a full-time job as a Digital Agency Project Manager and running your own team? Assist Marketing Group, an established digital marketing company in the UK, is looking for a Project Manager to head up to its team of experienced freelancers.Job Description: The successful candidate would take on the role of Project Manager who will be responsible for a team of freelancers and report directly to the company ownersResponsibilities: Planning, coordinating, implementing and monitoring of all assigned projects or tasks and liaising with the company owners.Timely and factual reporting of all developments in a given projectRequirements: Experience in dealing with a team of freelancers",23000,25000,Not Specified,Not Specified,IT
Pinoy Jobs,Homebased Typist,"Jobs in Web Development & Design, HTML, SEO",None,2019-04-03,filter_drama,Full Time,Not Specified,"Homebased Typists wantedGet audio links, listen to them, type what you hear, edit, get paid in US dollarsPayout ranges from 10 to 30 US cents per audio minuteTo apply, send an email titled HOMEBASED TYPIST DETAILS to *protected email*Please click the share button below for this post so your friends can earn from home as well",10-30 US cents per audio minute,10-30 US cents per audio minute,10,30,IT
Pinoy Jobs,Website Developer,"Jobs in Web Development & Design, HTML, SEO",VOSS Inc.,2019-04-02,filter_drama,Full Time,Not Specified,"We are seeking a full stack developer to design, build and maintain custom websites for Australian clients. You will also handle a variety of SEO-related tasks designed to improve the search engine performance of these websites.The full-stack developer will be passionate about developing front end and back end solutions to achieve business needs and will be involved in all aspects of internet marketing including, but not limited to concepts, website development, landing page design, search engine optimisation, content updating, social media implementation, and analytics.",Highly Attractive Salary Awaits,Highly Attractive Salary Awaits,Not Specified,Not Specified,IT
Pinoy Jobs,Online Marketing / SEO,"Jobs in Web Development & Design, HTML, SEO",Withcenter Inc.,2019-03-28,filter_drama,Full Time,Not Specified,"Online Marketing / (SEO)Withcenter Inc. Angeles Pampanga, Central LuzonWe are looking for an Online Marketer / SEO expert. This is a full-time job. We are not looking for a freelancer. We are looking for someone who wants to be a part of our team.JOB DETAIL:-Optimizing Websites for SEO-Preparing detailed strategy reports-Identify powerful keywords that will produce the best results-Developing website and other content with effective keywords REQUIREMENTS-Finished at least 2 years in College-Fresh graduate are encourage to apply-With or Without working experience-Fast learner and have ability to work under minimal supervision-Flexible and can do multitasking-Good listening, verbal, and written communication skills-Can start immediately-Willing to be trained.ROLES AND RESPONSIBILITIES-Know to Understand and implement current online marketing strategies to promote the business.-SEO experience is a plus-Distribute engaging written & graphic content (i.e webpage, newsletters, blog, social media.-Good team working skills",12000,12000,2,2,IT
Pinoy Jobs,Graphic Artist,"Jobs in Web Development & Design, HTML, SEO",Global Innovative Sourcing and Consultancy Inc.,2019-03-28,filter_drama,Full Time,Not Specified,"Job Title:Creative AssistantReports to:Creative Manager Duties and Responsibilities:•Create visual materials and marketing collaterals for the company (event organizer)•Create design solutions with high visual impact for publicity and marketing purposes•Think creatively to produce new ideas and concepts from initial design to final production•Edit videos with motion graphics for the company’s events•Occasionally create 2D vectors to be used for logos, ads, videos•Occasionally research and develop concepts for the company’s events•Occasionally create character designs for marketing campaigns•Support structural designers with graphic design and layout•Present during ingress, event proper and egress in all of the company’s events•Part of the team responsible in getting the designs set up for the event during ingress; and dismantle and pack up during egress•Continue design work (if necessary) and provide design assistance during event proper•Keep self updated with trends, technology, and software•Performs other related duties that may be assigned from time to time","20,000-40,000","20,000-40,000",Not Specified,Not Specified,IT
Pinoy Jobs,WordPress Developer,"Jobs in Web Development & Design, HTML, SEO","Fligno Software Philippines, Inc.",2019-03-27,"Unit 308 Stary Bldg., Max Suniel St., Carmen",Full Time,Bachelor's Degree,"Job Description:This position is responsible for both back-end and front-end development, including creating WordPress themes and plugins.Responsibilities:-Designing and implementing new features and functionality-Establishing and guiding the website’s architecture-Ensuring high-performance and availability, and managing all technical aspects of the CMS-Helping formulate an effective, responsive design and turning it into a working theme and plugin.Skills and Qualifications:-Bachelor’s Degree in Science/Information Technology, Engineering (Computer/Telecommunication) or equivalent.-Good understanding of front-end technologies, including HTML5, CSS3, JavaScript, jQuery-Experience building user interfaces for websites and/or web applications-Experience designing and developing responsive design websites-Comfortable working with debugging tools like Firebug, Chrome inspector, etc.-Ability to understand CSS changes and their ramifications to ensure consistent style across platforms and browsers-Ability to convert comprehensive layout and wireframes into working HTML pages-Knowledge of how to interact with RESTful APIs and formats (JSON, XML)-Proficient understanding of code versioning tools {{such as Git, SVN, and Mercurial}}-Strong understanding of PHP back-end development","11,000-20,000","11,000-20,000",Not Specified,Not Specified,IT
Pinoy Jobs,Front End Developer,"Jobs in Web Development & Design, HTML, SEO",Carmudi Philippines,2019-03-26,4F Mancor Corporate Center 32nd St. BGC,Full Time,Not Specified,"About the IT TeamOur team is a group of highly motivated professionals. We build and maintain the infrastructure which powers Carmudi’s growth engine. Working closely with the Product team, we are constantly innovating to take Carmudi to the next level. We have managed to create a highly stimulating environment where no matter how hard the challenges, there is always room for some fun and laughter. About the JobWe are currently looking for a Frontend Developer to join our gang of code warriors, on a permanent basis. Your main tasks are the continuous development and optimization of websites by autonomous development and implementation of new features. You will contribute to fast-paced growth of one of the prominent Internet companies in South East Asia. In return, you can expect an attractive salary and various opportunities to grow on a personal and professional level. And, you will have a lot of fun doing all of the above. About youYou are a Javascript developer with more than one year of experience. This experience taught you to become more aware of some Javascript pitfalls (unclear code dependencies, callback hell, etc.) and how to avoid them. You’re aware of when, why, and where to use available tools (CSS Preprocessors, Task Runners, JS Supersets, Performance Auditing Tools, etc.) for web development. You have a keen eye for design and actively collaborates with the design team as much as you can. You’ve experienced working in a team performing code reviews, code collaborations, and many more using various tools (Git, Github, Trello).",80000,"80,000",About,About,IT
Pinoy Jobs,Associate Web Designer,"Jobs in Web Development & Design, HTML, SEO",Transcosmos Asia Philippines,2019-03-20,"One Corporate Center 32nd Flr. Julia Varga cor Meralco Ave., Ortigas",Full Time,Bachelor's Degree,The Jr. Web designer is responsible for the layout and usability of websites.Building the web page using a combination of programming languages with technical knowledge of how web page are created.Convert Mock ups to HTML and Css that is also viewable in any design.To modify and jQuery plug-ins that is available to the web.Must have a Bachelor’s Degree in information Technology or any related field.Knowledgeable in HTML/HTML5 Css/Css3Basic jQuery and JavascriptKnowledgeable in Adobe Photoshop,18000,20000,Not Specified,Not Specified,IT
Pinoy Jobs,.Net Full Stack Developer Junior / Mid / Senior (Multiple Positions).,"Jobs in Web Development & Design, HTML, SEO",UmbraJobs,2019-03-20,"Phuket, Thailand",Full Time,Not Specified,"Multiple positions ranging from junior through to senior. Salary will be based on experience.This is a fantastic opportunity to join a small team of .Net developers in Phuket (Thailand) right near the beach. We are looking for developers with full stack experience. The role will be mainly backend development but there will also be a lot of frontend work so the applicant must be confident with both and be comfortable working with responsive websites built on Bootstrap framework.This is an interesting and slightly unusual role because a big part of your job will be learning Umbraco CMS and documenting what you’ve learnt. This will be in the form of blog articles and basic tutorial guides. Basically you will be getting paid to learn and expand your knowledge. For this reason you will need to be able to speak and write fluently in English. Must have experience with:C#, MVC, Razor ScriptSQL ServerEntity Framework (or similar frameworks)HTML, CSS, Bootstrap, Response DesignJavascript / JQueryPreferable but not essential to have experience with:CMS Platforms (Umbraco, Sitecore, Kentico etc)ASP.NET CoreREST API / WEB APIGitIISAzure / AWSExtra awesome if you have experience with:*Umbraco CMS*Angular JS*Amazon Web Services (AWS)BenefitsFree Gym MembershipPerformance evaluations every 6 months.*If relocating from the PhilippinesWe will help you find suitable accommodation here in Thailand.We will pay for regular flights back to your home country.",45000-65000,45000-65000,Not Specified,Not Specified,IT
Pinoy Jobs,DevOps Engineer,"Jobs in Web Development & Design, HTML, SEO",Optimum Web Solutions,2019-03-19,Cebu City,Full Time,Not Specified,"Join the Optimum Web Solutions Team as a DevOps Engineer. Favorable compensation and work from home can be arranged.What we will want you to do: – Programmatically create an app in Laravel with Elasticsearch Service – Be responsible for maintaining, expanding, and scaling our siteRequired skills: – Command line experience with Linux – Capable of handling both front-end and back-end technologies (i.e. PHP5.7.x/7.x, SQL,JQuery, Bootstrap framework,Sass/LESS, CSS3, HTML5) – Knowledge in PHP frameworks especially Laravel 5.* – Must have worked and implemented Elasticsearch Service – Ability to learn and apply new technologies through self-learningDesirable skills: – Configuration Management experience with Forge – Experienced working with Git-based repositories",35000,45000,Not Specified,Not Specified,IT
Pinoy Jobs,PHP Programmers MID / SR,"Jobs in Web Development & Design, HTML, SEO",HRI/BMM,2019-03-18,Pasig City,Full Time,Not Specified,With at least 3 to 6 yrs experience as Programmer.,40000,"40,000",3,6,IT
Pinoy Jobs,Full Stack Developer Required!,"Jobs in Web Development & Design, HTML, SEO",Ariston Services Pte Ltd,2019-03-12,Singapore,Full Time,Not Specified,"Job description•Should be a full stack developer with strong skills in Java, Angular JS 4+ / REACT JS / Backbone JS•As a senior developer, the candidate will be driving to ensure the new agile approach to software development is embedded within the organization.•A deep knowledge of running applications from an operational perspective is required, preferably in a DevOps.Should have knowledge on the most modern tools for behavioral driven design, continuous integration and striving for continuous deployment. Responsibilities:•Writing reusable, testable, and efficient code.•Design and implementation of consumer-focused, low-latency, high-availability applications.•Design and implementation of security and data protection.•Creating and maintaining secure base React JS.•Knowledge of frameworks such as Express, Koa.•Deep understanding of Microservices.•Experience in test-driven development.•Proficient understanding of code versioning tools, preferably using Git.•Detailed knowledge about document oriented NoSQL databases. SkillsLanguage: Scala, SQL, JavaScript, Groovy, PythonPaaS: Openshift, AWS, Azure, Docker, KubernetesData: MySQL, Postgres, Oracle, MongoDB, Elasticsearch, Hadoop, Spark, HIVE, TableauCache: Redis, MemcachedMiddleware: Kafka, RabbitMQ, WebsphereMQ, REST APIUI: HTML5, Angular 4, Angular JS 4+ / REACT JS / Backbone JS, Bootstrap, CSS, RxJSLogging & Monitoring: ELK, Zipkin, AppDynamics, New RelicFrameworks: MicroservicesCI/CD Toolset: Ansible, Artifactory, Jenkins, BitBucket, SonarQube, Fortify, Flyway, Jira and Confluence.",0,0,Not Specified,Not Specified,IT
Pinoy Jobs,C# .Net Core Developer,"Jobs in Web Development & Design, HTML, SEO",OpenPath,2019-02-26,filter_drama,Full Time,Not Specified,"JOB OVERVIEWCOMPANY OVERVIEWOpenPath provides advanced solutions for transaction management. Allowing merchants to accelerate payments and take control of risk and fraud. Merchants that run our technology complete more transactions and make more money – guaranteed.JOB OVERVIEWThe qualified candidate will be responsible for supporting the OpenPath payment engine as well as the back-office portal, Candidate needs to be highly skilled in API’s, .Net Core 2+ frameworks, Dependency Injections, Interfaces, and Reflections. Spaghetti coders, need not apply, well disciplined coding standards and practices are a must.If you are a developer that loves working with the latest technologies, is eager to not just code but innovative and wants to be a contributor to great technologies, apply for this job now!RESPONSIBILITIES & DUTIESAccurately estimate development timelines.Complete development tasks assigned via Trello on a timely basis.Write and Organize easily to use reusable code.Clearly comment and document code within the code.Track and Document all technical requests.Supply weekly summary reports to the CTO.Report directly to the CTO.QUALIFICATIONSCollege Graduate.5+ Microsoft.Net FrameworkWorked and programmed responsive designs, HTML5, JavaScript and Jquery.Entity Framework Code First.C# .Net Core.Github, Trello, and Slack.Google Products such as Docs and Sheets.NOT REQUIRED BUT BONUSESThe following items are not required for this position, but would be bonuses for candidates that are applying for the position:Microsoft Azure and/or Amazon AWS.Understanding of 1 or more of the following systems; Shopify, WordPress, WooCommerce, InfusionSoft, Zuora, NetSuite, ClickFunnels or Konnective.Understanding of Payment Gateways such as; Stripe, BrainTree, NMI or Authorize.net",80000,90000,1,1,IT
Pinoy Jobs,Graphic Artist,"Jobs in Web Development & Design, HTML, SEO",Housing Dominica,2019-02-26,Commonwealth of Dominica,Full Time,Not Specified,"Qualifications:•3 to 5 years of proven graphic designing experience.•A strong portfolio of illustrations and commercial graphics background with an Advertising Agency•Familiarity with design software and technologies (such as InDesign, Illustrator, Dreamweaver, Photoshop)•Video Editing, Motion Graphics•A keen eye for aesthetics and details•Ability to work methodically and meet deadlines•Good English communication skills, both written and oral•Candidate must be willing to work in Dominica•6-12 months contract",1500,2500,3,5,IT
Pinoy Jobs,SharePoint Developer – Work from Home,"Jobs in Web Development & Design, HTML, SEO",StaffBerry Pty Ltd,2019-02-25,filter_drama,Freelance,Not Specified,"We are currently searching for a SharePoint Developer to join our existing team to assist in developing an intranet site for one of our key clients.This role is for immediate hire and will commence by or before third week of February 2019. This role is 100% remote. It’s for a 1-month contract with probable extension for future projects for the right candidate.Reporting directly to the Lead Developer, the role of a SharePoint Developer will have responsibilities for assisting with the development of solutions with the SharePoint framework – both on-premises and SharePoint Online. The SharePoint development projects are driven from two channels – A.) bespoke development projects scoped to client requirements; B.) App development.The developer will be a member of a dynamic, All-Filipino small team that actively gathers and transforms user stories and functional business requirements into innovative technical solutions.– Experience of using Bootstrap (or responsive design equivalent)– Office 365 / SharePoint 2013 / SharePoint Online Development Experience– Experience of working with the SharePoint App model (provider hosted and/or SharePoint hosted)– SharePoint Branding– JSOM/CSOM knowledge– SQL knowledge– Competent project management skills– Experience of SharePoint Server Side and Client-Side Object Model– Experience in SharePoint Designer Workflows– Experience in ASP.NET / ReactJS / C# .NET / HTML / CSS / JavaScript / jQuery / REST / OData / MVC / CDN– Experience in using Visual Studio and using Microsoft Team Foundation Services– Experience of working with the AGILE methodology– Excellent presentation and communication skills (to both technical and non-technical audiences, written and verbal)– Proven track record to work to strict commercial deadlines– Self-management and strong organisation skills.",55,0,Not Specified,Not Specified,IT
Pinoy Jobs,Full- Stack Developer,"Jobs in Web Development & Design, HTML, SEO",Yngen Holdings Inc,2019-02-25,filter_drama,Full Time,Bachelor's Degree,"Educational Background:Candidate must possess at least a Bachelor’s/College Degree in Computer Science/Information Technology or equivalent.Requirements/Qualifications:•2+ years experience developing Angular and cloud applications, AWS & Azure•3+ years of proficiency with node.js•2+ years experience working with international vendor.•Experience in an Agile/Scrum development Process.•Strong knowledge of the following languages:HTML,CSS and Javascript, MySQL and no-dql, MongoDB, REST, API•Excellent verbal communication skills•Good problem solving skills•Attention to detail.",50000,50000,Not Specified,Not Specified,IT
Pinoy Jobs,Web Developer,"Jobs in Web Development & Design, HTML, SEO",getFIFO,2019-04-17,Online,Full Time,Not Specified,"getFIFO.io is looking for a new FULL TIME Back End developer to join our team. Individuals only are welcome to apply. We are interested in experienced developers. What matters the most is your Experience and knowledge in front end technologies, design principles, and Laravel 5 expertise. We are a fully funded company and this is a long term position.Although this is a backend developer position, previous experience with frontend development is a huge plus. Process:* We have a formal interview of process* We may require the candidate to submit a (very) small test [can be paid].* We require freelancer to share screen on demand, and use time monitoring tools.* There is a bonus at the end of every month.Duration: (at least) 6 months, but for the right person will be 18 months. Make sure you answer all questions below completely. Once again, this is a FULL TIME position. If you are busy with other projects or have a day job, please do not apply.Roles & Responsibilities:* Help in the design phase of the applications.* Develop the backend end for our Applications according to specs.* Support our clients in troubleshooting, betterment and enhancements of applications. We already have a tech lead for the project, you’ll be working directly with the principal software engineer.Requirements & Qualifications:* PHP* Single page application* JavaScript* API integration* GitHub version control* Ability to follow instructions is very importantAbout This Company:We are a technology company based in London, United Kingdom and are looking to expand your team.Question:While you are not required to have Crypto experience. Please answer this question in your application. What about Cryptocurrencies do you find exciting?Our Dream Candidate:We’re looking for a team player that’s not afraid to push themselves to design, implement, test and deliver projects in a time effective manner without direct management at all times.We’re looking for those who have an interest in Technology, FinTech and Cryptocurrencies.THIS POSITION IS IN EUROPEAN BUSINESS HOURS!",Negotiable,Negotiable,Not Specified,Not Specified,IT
Pinoy Jobs,Home-based SEO Staff (Full-Time),"Jobs in Web Development & Design, HTML, SEO",Dilate Digital,2019-04-10,filter_drama,Full Time,Not Specified,"Hey Superstars,Dilate Digital is scaling up once again and looking for remote (home based) full-time SEO staff. *PLEASE NOTE we are looking for individuals who want a full time role 9-5pm AWST, agencies and freelancers need not apply. We are specifically looking for talented SEO Specialists. Preferably we want someone who is analytical and strategic.JOB APPLICATION DETAILS:Monday – Friday 9am – 5pmHome based JobFull-Time RoleCompetitive Salary PackageFor interested applicants, please fill in this form and submit https://docs.google.com/forms/d/e/1FAIpQLSckjBQEiwX7TpAzOdLSL7sSgPR8L28j7bQ1pjsz-7DXw7QtIg/viewform",To be negotiated,To be negotiated,Not Specified,Not Specified,IT
Pinoy Jobs,TECHNICAL SUPPORT ASSOCIATE,"Jobs in Web Development & Design, HTML, SEO",AVASIA INFORMATION SYSTEMS,2019-04-08,filter_drama,Full Time,Not Specified,"Support IT Desktop, Server and Network Technologies.Setup, Repair, Maintain and Troubleshoot Desktop, Laptop Hardware and Software.Provide timely support.",13500,13500,Not Specified,Not Specified,IT
Pinoy Jobs,Android Developer,"Jobs in Web Development & Design, HTML, SEO",TINRMT WFM&HR Consultancy,2019-04-08,Philippines,Full Time,Not Specified,"Project Description: Develop a Proprietary Tracking Application for a marketing intelligence consultancy firm.Project Duration: 6-12 months (open to those who have a full time job)Project Location: Remote/ HomebasedSalary Range: $1000 – $2000/month. Completion bonus once project is doneQualifications:2 years relevant experience, Strong Command of the English language, open to travel to Europe for business meetings, adept at android programming languages such as Java and has experience with Client/ Server App.",1000,USD 1000,2,2,IT
Pinoy Jobs,Project Manager,"Jobs in Web Development & Design, HTML, SEO",Assist Marketing Group Ltd,2019-04-05,Local to applicant,Full Time,Not Specified,"Are you looking for a full-time job as a Digital Agency Project Manager and running your own team? Assist Marketing Group, an established digital marketing company in the UK, is looking for a Project Manager to head up to its team of experienced freelancers.Job Description: The successful candidate would take on the role of Project Manager who will be responsible for a team of freelancers and report directly to the company ownersResponsibilities: Planning, coordinating, implementing and monitoring of all assigned projects or tasks and liaising with the company owners.Timely and factual reporting of all developments in a given projectRequirements: Experience in dealing with a team of freelancers",23000,25000,Not Specified,Not Specified,IT
Pinoy Jobs,Homebased Typist,"Jobs in Web Development & Design, HTML, SEO",None,2019-04-03,filter_drama,Full Time,Not Specified,"Homebased Typists wantedGet audio links, listen to them, type what you hear, edit, get paid in US dollarsPayout ranges from 10 to 30 US cents per audio minuteTo apply, send an email titled HOMEBASED TYPIST DETAILS to *protected email*Please click the share button below for this post so your friends can earn from home as well",10-30 US cents per audio minute,10-30 US cents per audio minute,10,30,IT
Pinoy Jobs,Website Developer,"Jobs in Web Development & Design, HTML, SEO",VOSS Inc.,2019-04-02,filter_drama,Full Time,Not Specified,"We are seeking a full stack developer to design, build and maintain custom websites for Australian clients. You will also handle a variety of SEO-related tasks designed to improve the search engine performance of these websites.The full-stack developer will be passionate about developing front end and back end solutions to achieve business needs and will be involved in all aspects of internet marketing including, but not limited to concepts, website development, landing page design, search engine optimisation, content updating, social media implementation, and analytics.",Highly Attractive Salary Awaits,Highly Attractive Salary Awaits,Not Specified,Not Specified,IT
Pinoy Jobs,Online Marketing / SEO,"Jobs in Web Development & Design, HTML, SEO",Withcenter Inc.,2019-03-28,filter_drama,Full Time,Not Specified,"Online Marketing / (SEO)Withcenter Inc. Angeles Pampanga, Central LuzonWe are looking for an Online Marketer / SEO expert. This is a full-time job. We are not looking for a freelancer. We are looking for someone who wants to be a part of our team.JOB DETAIL:-Optimizing Websites for SEO-Preparing detailed strategy reports-Identify powerful keywords that will produce the best results-Developing website and other content with effective keywords REQUIREMENTS-Finished at least 2 years in College-Fresh graduate are encourage to apply-With or Without working experience-Fast learner and have ability to work under minimal supervision-Flexible and can do multitasking-Good listening, verbal, and written communication skills-Can start immediately-Willing to be trained.ROLES AND RESPONSIBILITIES-Know to Understand and implement current online marketing strategies to promote the business.-SEO experience is a plus-Distribute engaging written & graphic content (i.e webpage, newsletters, blog, social media.-Good team working skills",12000,12000,2,2,IT
Pinoy Jobs,Graphic Artist,"Jobs in Web Development & Design, HTML, SEO",Global Innovative Sourcing and Consultancy Inc.,2019-03-28,filter_drama,Full Time,Not Specified,"Job Title:Creative AssistantReports to:Creative Manager Duties and Responsibilities:•Create visual materials and marketing collaterals for the company (event organizer)•Create design solutions with high visual impact for publicity and marketing purposes•Think creatively to produce new ideas and concepts from initial design to final production•Edit videos with motion graphics for the company’s events•Occasionally create 2D vectors to be used for logos, ads, videos•Occasionally research and develop concepts for the company’s events•Occasionally create character designs for marketing campaigns•Support structural designers with graphic design and layout•Present during ingress, event proper and egress in all of the company’s events•Part of the team responsible in getting the designs set up for the event during ingress; and dismantle and pack up during egress•Continue design work (if necessary) and provide design assistance during event proper•Keep self updated with trends, technology, and software•Performs other related duties that may be assigned from time to time","20,000-40,000","20,000-40,000",Not Specified,Not Specified,IT
Pinoy Jobs,WordPress Developer,"Jobs in Web Development & Design, HTML, SEO","Fligno Software Philippines, Inc.",2019-03-27,"Unit 308 Stary Bldg., Max Suniel St., Carmen",Full Time,Bachelor's Degree,"Job Description:This position is responsible for both back-end and front-end development, including creating WordPress themes and plugins.Responsibilities:-Designing and implementing new features and functionality-Establishing and guiding the website’s architecture-Ensuring high-performance and availability, and managing all technical aspects of the CMS-Helping formulate an effective, responsive design and turning it into a working theme and plugin.Skills and Qualifications:-Bachelor’s Degree in Science/Information Technology, Engineering (Computer/Telecommunication) or equivalent.-Good understanding of front-end technologies, including HTML5, CSS3, JavaScript, jQuery-Experience building user interfaces for websites and/or web applications-Experience designing and developing responsive design websites-Comfortable working with debugging tools like Firebug, Chrome inspector, etc.-Ability to understand CSS changes and their ramifications to ensure consistent style across platforms and browsers-Ability to convert comprehensive layout and wireframes into working HTML pages-Knowledge of how to interact with RESTful APIs and formats (JSON, XML)-Proficient understanding of code versioning tools {{such as Git, SVN, and Mercurial}}-Strong understanding of PHP back-end development","11,000-20,000","11,000-20,000",Not Specified,Not Specified,IT
Pinoy Jobs,Front End Developer,"Jobs in Web Development & Design, HTML, SEO",Carmudi Philippines,2019-03-26,4F Mancor Corporate Center 32nd St. BGC,Full Time,Not Specified,"About the IT TeamOur team is a group of highly motivated professionals. We build and maintain the infrastructure which powers Carmudi’s growth engine. Working closely with the Product team, we are constantly innovating to take Carmudi to the next level. We have managed to create a highly stimulating environment where no matter how hard the challenges, there is always room for some fun and laughter. About the JobWe are currently looking for a Frontend Developer to join our gang of code warriors, on a permanent basis. Your main tasks are the continuous development and optimization of websites by autonomous development and implementation of new features. You will contribute to fast-paced growth of one of the prominent Internet companies in South East Asia. In return, you can expect an attractive salary and various opportunities to grow on a personal and professional level. And, you will have a lot of fun doing all of the above. About youYou are a Javascript developer with more than one year of experience. This experience taught you to become more aware of some Javascript pitfalls (unclear code dependencies, callback hell, etc.) and how to avoid them. You’re aware of when, why, and where to use available tools (CSS Preprocessors, Task Runners, JS Supersets, Performance Auditing Tools, etc.) for web development. You have a keen eye for design and actively collaborates with the design team as much as you can. You’ve experienced working in a team performing code reviews, code collaborations, and many more using various tools (Git, Github, Trello).",80000,"80,000",About,About,IT
Pinoy Jobs,Associate Web Designer,"Jobs in Web Development & Design, HTML, SEO",Transcosmos Asia Philippines,2019-03-20,"One Corporate Center 32nd Flr. Julia Varga cor Meralco Ave., Ortigas",Full Time,Bachelor's Degree,The Jr. Web designer is responsible for the layout and usability of websites.Building the web page using a combination of programming languages with technical knowledge of how web page are created.Convert Mock ups to HTML and Css that is also viewable in any design.To modify and jQuery plug-ins that is available to the web.Must have a Bachelor’s Degree in information Technology or any related field.Knowledgeable in HTML/HTML5 Css/Css3Basic jQuery and JavascriptKnowledgeable in Adobe Photoshop,18000,20000,Not Specified,Not Specified,IT
